name,cuisines,rating,cost_for_two,city
Pappu Da Dhaba,"North Indian, Fast Food, Beverages, Momos",3.0,400.0,Jayanagar
Smoke - The Sizzler House,"Continental, Chinese, Thai, Italian, BBQ, Steak",3.8,1100.0,Bannerghatta Road
Sandwich Shop,"Fast Food, Burger, Sandwich",2.9,400.0,Jp Nagar
Joon Restaurant,"Arabian, Chinese, North Indian, Kerala, Juices",3.7,400.0,Btm
Shree Udupi Grand,"South Indian, North Indian, Chinese",3.8,600.0,Jayanagar
Snack Knack,"North Indian, Chinese",3.0,200.0,Btm
Chung Wah Opus,"Chinese, Thai",3.0,650.0,Jp Nagar
Chef & Dine,"North Indian, Arabian, Fast Food",3.2,650.0,Bannerghatta Road
Once In Nature,Healthy Food,3.7,300.0,Jp Nagar
Manjushree Upahara,South Indian,3.8,150.0,Bannerghatta Road
Hotel Annapoorna,"South Indian, Chinese, North Indian, Seafood",3.2,400.0,Bannerghatta Road
Dream a Dozen,"Bakery, Desserts",4.3,300.0,Jp Nagar
Bread Crumbs Bakery,"Desserts, Bakery",4.0,250.0,Bannerghatta Road
Nite Out,"North Indian, Chinese, Biryani",3.9,500.0,Jp Nagar
Cupcake Bliss,Bakery,3.5,250.0,Btm
Armaani Caffe,Fast Food,3.5,250.0,Btm
Muddhe Bytes,"South Indian, Biryani",3.4,300.0,Bannerghatta Road
Bombay Kulfis,Ice Cream,3.5,200.0,Bannerghatta Road
Willys Top Cafe,"Cafe, Continental, Asian",4.0,750.0,Jayanagar
Mist n Creams,Ice Cream,3.7,400.0,Bannerghatta Road
Papacream,"Desserts, Ice Cream",3.7,350.0,Jp Nagar
Woody's,"Chinese, South Indian, North Indian",2.6,650.0,Jp Nagar
JP Fish Land,Seafood,3.6,300.0,Btm
Pepper Crown Restaurant,"Continental, North Indian, Chinese",3.2,700.0,Bannerghatta Road
Pizza Paradise,Pizza,3.6,500.0,Jp Nagar
The Curry Hut Plus,"North Indian, South Indian, Chinese",3.4,400.0,Bannerghatta Road
Brews N Bites,"Chinese, Fast Food, Cafe, Street Food, Finger Food",2.7,650.0,Bannerghatta Road
Skytouch Le Cafe,"Cafe, Italian, Desserts",3.7,700.0,Jp Nagar
Malabar Mess,Kerala,3.7,250.0,Bannerghatta Road
Malabar Cafe,"South Indian, Kerala, Biryani",3.3,400.0,Bannerghatta Road
Tangra Indo - Chinese Cuisine,"Chinese, Thai",3.6,400.0,Jayanagar
Juice Junction,"Juices, Fast Food",2.9,150.0,Jp Nagar
Mudpipe Cafe,"Cafe, Continental, North Indian",3.9,800.0,Jp Nagar
Xpress Chai,"Tea, Fast Food",3.3,150.0,Btm
Vaho Kafe & Pressery,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",3.9,500.0,Bannerghatta Road
Zhangs Classic,"Italian, Chinese, Japanese",2.6,600.0,Bannerghatta Road
Guru Greens,"North Indian, Chinese",3.8,550.0,Bannerghatta Road
D View Cafe,"Cafe, Italian, Chinese, Beverages",4.0,1000.0,Jp Nagar
The Cuboidal,"Fast Food, Beverages, Sandwich",3.6,300.0,Btm
Delifusion - Hunger Sorted,"Continental, Chinese, North Indian",3.3,500.0,Bannerghatta Road
Flavour of China,Chinese,3.8,550.0,Btm
Gujrati Mess,Gujarati,3.6,200.0,Jp Nagar
Cake-O-Mania,"Bakery, Desserts",3.4,300.0,Bannerghatta Road
The Park Inn Restaurant,"North Indian, Chinese",3.0,450.0,Bannerghatta Road
The Cravery,"Continental, Burger, Beverages, Cafe, Italian, Rolls",2.6,500.0,Jp Nagar
Eagle Ridge,"South Indian, North Indian, Chinese",3.2,700.0,Bannerghatta Road
Vidya Cafe,"Burger, Fast Food, Desserts, Sandwich",3.2,300.0,Jp Nagar
Kabab Treat,"North Indian, Chinese",2.8,500.0,Bannerghatta Road
Limra Hotel,"Chinese, North Indian",3.3,300.0,Btm
Cafe Arabica,"Cafe, Bakery",3.8,700.0,Bannerghatta Road
Smoor,"Desserts, Cafe, Beverages",3.6,900.0,Bannerghatta Road
Kafe Nook,Fast Food,3.6,300.0,Btm
Kumbha Bhojanam,Andhra,3.6,300.0,Bannerghatta Road
Yummerica Fries,"Fast Food, Beverages",3.3,300.0,Btm
Frozen Bottle,"Beverages, Desserts, Ice Cream",3.6,400.0,Jp Nagar
Casa Piccosa,"South American, Continental, Italian",4.1,1100.0,Jp Nagar
Rolls On Wheels,"Fast Food, Rolls, Momos",3.4,300.0,Bannerghatta Road
Bake Addiction,"Bakery, Desserts",4.0,500.0,Jp Nagar
Tongue Twisters,"Bengali, North Indian, Oriya",3.5,350.0,Btm
Hot Rolls & House Of Kebabs,"Rolls, Kebab, Biryani",3.1,200.0,Jp Nagar
Aami Kolkata,Bengali,3.3,600.0,Bannerghatta Road
Vaathsalya Millet Cafe,"Healthy Food, South Indian",4.1,500.0,Jp Nagar
Chaatimes,"Street Food, Fast Food",4.1,250.0,Btm
Hungry Buddies,North Indian,3.3,150.0,Btm
The Chaat Shop,Street Food,3.2,100.0,Btm
TheRiceBowl.In,"Biryani, North Indian",3.4,200.0,Btm
Guru Garden,"North Indian, Chinese",2.9,450.0,Bannerghatta Road
Cakes By M,Bakery,3.4,500.0,Bannerghatta Road
Brewz Coffee,Cafe,3.0,650.0,Btm
Fritz Haber,"Ice Cream, Desserts",3.4,450.0,South Bangalore
Athithi,"Andhra, Biryani, Chinese, North Indian",2.8,650.0,Bannerghatta Road
Shee-Sha Cafe,"Cafe, North Indian, Chinese, Continental",3.6,800.0,Bannerghatta Road
Melt - Eden Park,"North Indian, Chinese, Thai, Mughlai, Seafood",4.0,1000.0,Jp Nagar
Roll N Rock,"Chinese, North Indian, Mughlai, Rolls",3.7,400.0,Jp Nagar
Smooth Blender,Beverages,3.4,300.0,Bannerghatta Road
Sri Bhagya Grand,"South Indian, North Indian, Chinese, Street Food, Beverages",3.4,450.0,Bannerghatta Road
Shree Guru Juice 'N' Ice,"Fast Food, Chinese, Beverages",3.3,250.0,Bannerghatta Road
Bhavya Military Hotel,South Indian,3.5,300.0,Bannerghatta Road
Neals Cafe,"North Indian, Chinese",3.1,550.0,Bannerghatta Road
Flavorsome Bakes,"Bakery, Desserts",4.0,800.0,Bannerghatta Road
Bake-ooh,Bakery,3.7,350.0,Bannerghatta Road
The Yummy Tummy,"North Indian, Street Food",3.5,200.0,Bannerghatta Road
Mast Kalandar,North Indian,2.4,450.0,Bannerghatta Road
Sultan's Biryani,"Biryani, North Indian",3.0,700.0,Bannerghatta Road
Halli Sogasu,"South Indian, Andhra",3.0,600.0,Bannerghatta Road
Crepe Nation,"Fast Food, Desserts",3.8,300.0,South Bangalore
RICE BAR,"North Indian, Biryani",3.1,500.0,Bannerghatta Road
Kanika Biryani Paradise,"North Indian, Andhra, Biryani",3.4,700.0,Bannerghatta Road
Resto,"Chinese, North Indian, Fast Food, Momos",3.7,350.0,Bannerghatta Road
New Tandoori Point,"North Indian, Chinese",3.3,600.0,Bannerghatta Road
Shiv Sagar,"South Indian, Street Food",2.9,250.0,Bannerghatta Road
Little Shangai,"Chinese, North Indian, Fast Food",3.3,400.0,Bannerghatta Road
Nadella's Kitchen,"North Indian, Biryani",3.3,300.0,Bannerghatta Road
Uncle's Kitchen,"North Indian, Chinese, Fast Food",2.8,450.0,Bannerghatta Road
Coastal Inn,"Chinese, North Indian, Seafood",3.4,800.0,Bannerghatta Road
Mom's Momos,Chinese,3.3,300.0,Bannerghatta Road
Aishwarya Parkland,"Chinese, North Indian",2.9,500.0,Bannerghatta Road
Slice of Spice,"North Indian, Chinese",3.1,400.0,Bannerghatta Road
Bao and Rolls,"Rolls, Kebab, Fast Food",3.6,250.0,Bannerghatta Road
Andhra Bhojanam,"North Indian, South Indian, Andhra",3.6,600.0,Bannerghatta Road
Kanchan Dhaba,"North Indian, Chinese",3.2,350.0,Bannerghatta Road
Encyclofoodia,"Kerala, North Indian",3.9,350.0,Bannerghatta Road
Bella?s Kitchen,"Chinese, Seafood, North Indian",2.9,600.0,Bannerghatta Road
Food Feast Multicusine Restaurant,"North Indian, Chinese, Hyderabadi",3.3,600.0,Bannerghatta Road
Bangalir Rannaghar,"Bengali, North Indian, Chinese",2.9,250.0,Bannerghatta Road
Sai Samosa & Chat Corner,"Fast Food, Street Food",3.3,200.0,Bannerghatta Road
Lalchee's Rasoi,"North Indian, Chinese",3.6,500.0,Bannerghatta Road
Kailash Parbat,"North Indian, Street Food",2.7,300.0,Bannerghatta Road
Dream's Kitchen,"North Indian, Andhra, Chinese",3.1,700.0,Bannerghatta Road
Tandoor Hut,"North Indian, Chinese",2.2,750.0,Bannerghatta Road
The Chocolatiers,Desserts,3.5,150.0,Bannerghatta Road
Ballava,"North Indian, South Indian",3.3,400.0,Bannerghatta Road
Zaika Take Away,"North Indian, Chinese, Thai",2.4,500.0,Bannerghatta Road
Snackiey,North Indian,3.5,250.0,Bannerghatta Road
Sandwich Mamas,Fast Food,3.2,300.0,Bannerghatta Road
The Shake Factory Originals,"Beverages, Fast Food",3.3,200.0,Bannerghatta Road
Foodiction,"North Indian, Fast Food, Chinese, Burger",2.9,500.0,Bannerghatta Road
Hotel Lakshmi Paradise,"North Indian, Mughlai",3.3,400.0,Bannerghatta Road
Desi Bites,Street Food,3.3,200.0,Bannerghatta Road
Shiv Sai,North Indian,3.2,400.0,Bannerghatta Road
D2V Cafe,Cafe,3.6,700.0,Bannerghatta Road
The Juicy,"Beverages, Juices",3.5,100.0,Jp Nagar
Feast and Burp,North Indian,3.3,300.0,Bannerghatta Road
Zengi Pub & Restaurant,"Finger Food, Continental, Chinese",3.7,900.0,Btm
Cafe Indiana,"Fast Food, Desserts",3.5,600.0,Bannerghatta Road
Cafe Choco Craze,"Cafe, Fast Food, Desserts",3.7,400.0,Bannerghatta Road
Ammi's Biryani,"Biryani, North Indian",2.4,500.0,Bannerghatta Road
Multi Cakes,"Bakery, Desserts",3.0,200.0,Bannerghatta Road
Bhukkad,"Healthy Food, Fast Food",3.1,250.0,Bannerghatta Road
Malhar Maharashtrian Cuisine,Maharashtrian,4.0,500.0,Bannerghatta Road
Mandi,North Indian,3.8,800.0,Jp Nagar
Pallavi North Indian Veg Restaurant,"Biryani, North Indian, Chinese",3.7,450.0,Jp Nagar
Restro Cafe,Cafe,3.8,400.0,Jayanagar
Idly Pidly,South Indian,3.2,250.0,Bannerghatta Road
Vasudev Adiga's,"South Indian, North Indian, Chinese, Street Food, Juices",2.3,250.0,Bannerghatta Road
TGI Fridays,"American, Burger, Italian, Steak",3.9,1700.0,Bannerghatta Road
Just Bake,"Bakery, Desserts",2.6,400.0,Bannerghatta Road
Earth Plate Express,"Italian, Continental",3.9,600.0,Jp Nagar
Gharelu Zaika,North Indian,3.7,250.0,Jp Nagar
Apsara Ice Cream,"Ice Cream, Desserts",4.0,200.0,Bannerghatta Road
Jiyo Natural,"Healthy Food, North Indian",3.6,300.0,South Bangalore
Zyksha,Fast Food,3.4,200.0,South Bangalore
Biryani Times,Biryani,3.5,300.0,Jp Nagar
Targaryen's Kitchen,"Chinese, North Indian, Mughlai",3.6,600.0,Jp Nagar
Sakshi,"North Indian, Biryani, Chinese, Seafood",3.0,550.0,Bannerghatta Road
MK Dabbawala,North Indian,3.0,400.0,Bannerghatta Road
Desi Vibes,North Indian,3.7,400.0,Btm
The French Loaf,"Bakery, Desserts, Sandwich",2.9,400.0,Bannerghatta Road
Kulfi & More,"Ice Cream, Desserts, Juices",3.7,150.0,Btm
Dal Roti,North Indian,3.7,150.0,Jp Nagar
Deja Vu Resto Bar,"North Indian, Italian",4.4,900.0,Bannerghatta Road
Jhasaa,"Seafood, Salad, North Indian, Biryani, Chinese",3.2,500.0,Btm
Status,"North Indian, Chinese",3.2,600.0,Bannerghatta Road
Juice Fresco & Pizza,"Beverages, Pizza",3.4,300.0,Jp Nagar
BMR Hyderabad Biryani,Biryani,3.6,400.0,Btm
Dakshin Food Palace,"South Indian, North Indian, Chinese",3.7,450.0,Jp Nagar
Darjeeling Momo Adda,"Chinese, Tibetan, North Indian, Momos",3.1,200.0,Bannerghatta Road
Bottle Breacher,"Italian, Continental",4.1,1200.0,Jp Nagar
Special Biriyani,"North Indian, Biryani",2.9,300.0,Jp Nagar
Sattvam,"North Indian, South Indian",4.3,1200.0,Jp Nagar
The Tucck Box,"Chinese, South Indian",3.4,300.0,Jp Nagar
Swad Plaza,"North Indian, Chinese",3.4,400.0,Btm
Sweet Chariot,"Bakery, Desserts, Fast Food",2.8,500.0,Bannerghatta Road
Kesariya,Rajasthani,4.2,1200.0,Jp Nagar
Swad Restaurant,"Chinese, North Indian",3.7,550.0,Btm
Checkpost,"South Indian, Seafood, Rolls, Beverages",4.1,400.0,Jp Nagar
Mango Greens,"North Indian, Continental, Chinese",3.9,900.0,Jp Nagar
Nandhini Paradise,North Indian,3.8,600.0,Jp Nagar
New Kabab Plaza,"North Indian, Chinese",3.7,500.0,Btm
Coastal Mama,"Konkan, Mangalorean, North Indian, Seafood",4.1,700.0,Jp Nagar
Waah Biryani,"North Indian, Chinese, Biryani",3.8,350.0,Jp Nagar
Rara Avis,"Kerala, Seafood, Biryani, Desserts",3.9,400.0,Jp Nagar
Chillz,"Fast Food, Juices, Street Food",3.5,100.0,Jp Nagar
Sri Lakshmi Curries & Pickles,"Andhra, Biryani",2.9,400.0,Jp Nagar
Baskin Robbins,Ice Cream,3.9,250.0,Jp Nagar
Royal Chef Naati Oota,"South Indian, Biryani, North Indian",4.0,500.0,Jp Nagar
Cafe Hops,"Desserts, Bakery",3.7,300.0,Jp Nagar
Flow - Terrace Bar & Grill,"Pizza, Continental, North Indian, Chinese",3.8,1000.0,Jp Nagar
Ningi Family Restaurant,"South Indian, Biryani, Chinese",3.5,400.0,Jp Nagar
Advika Briyani Center,Biryani,3.4,300.0,Jp Nagar
Sai Jagannath Food and Chats Point,"South Indian, Chinese",3.8,300.0,Bommanahalli
Joey's,"Chinese, Fast Food",3.7,300.0,Btm
Sree Krishna Kafe,South Indian,3.9,200.0,Jp Nagar
Dilish Kitchens,"North Indian, Chinese",3.7,500.0,Btm
Daily Bread,"Bakery, Fast Food, Italian",3.2,600.0,Jp Nagar
Shanmukha,"Biryani, Seafood, Chinese, Charcoal Chicken",3.1,400.0,Jp Nagar
Jaganath Restaurant And Hotel,North Indian,3.2,300.0,Jp Nagar
Thayee Touch,"North Indian, Chinese, South Indian",3.6,450.0,Jp Nagar
Eten,"Salad, Healthy Food",3.8,600.0,Jp Nagar
Owl's Kitchen,"North Indian, Chinese",3.1,500.0,Btm
Kakal Kai Ruchi,"South Indian, North Indian, Chinese",3.9,450.0,Jp Nagar
Hearts Unlock Cafe,"Cafe, Healthy Food",3.2,500.0,Btm
Blue Berry Restaurant,"North Indian, Kerala, Chinese",2.9,600.0,Btm
Deccan Spice,"North Indian, South Indian, Biryani",3.5,750.0,Jp Nagar
Desi Wok,"North Indian, Chinese",2.7,500.0,Btm
Namana Garden,"North Indian, South Indian, Chinese, Street Food",2.6,400.0,Btm
Day N Night Kitchen,"Biryani, Chinese, North Indian",3.2,450.0,Btm
Andhra Grills,"Andhra, North Indian, Biryani",3.0,800.0,Jp Nagar
Appam Centre,Kerala,3.2,200.0,Jp Nagar
Sea Horse,"South Indian, Chinese",3.4,400.0,Jp Nagar
Sang Grail,Healthy Food,3.6,300.0,Jp Nagar
Petoo,"North Indian, Fast Food, Street Food",3.7,800.0,Jp Nagar
Night Panda,"Fast Food, North Indian, Chinese",2.9,500.0,Jp Nagar
E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,"Chinese, North Indian, Biryani",3.5,550.0,Btm
Aha Juice Bar,"Beverages, Fast Food",3.6,200.0,Btm
Tandoori Spot,"North Indian, Chinese",3.5,500.0,Jp Nagar
Night Hunger,North Indian,3.1,350.0,Jp Nagar
Chicken Dera,"Mughlai, Kebab, Biryani",3.0,400.0,Jp Nagar
Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,"Bakery, Desserts",3.5,250.0,Jp Nagar
Thirsty Tiger,"Continental, Finger Food",3.5,1300.0,Jp Nagar
Bay Root,"North Indian, Arabian",3.7,400.0,Btm
BTM Cakes,"Bakery, Desserts",3.3,400.0,Btm
Spicy World,North Indian,3.4,200.0,Jp Nagar
Shiv Sagar,"South Indian, Beverages",3.6,400.0,Bannerghatta Road
Kamat Swaad,"South Indian, North Indian, Chinese",3.9,400.0,Jp Nagar
Ishta Cafe,"Pizza, South Indian, Healthy Food",3.9,200.0,Bannerghatta Road
Combo Studio,"North Indian, Biryani, Chinese",3.1,500.0,Bannerghatta Road
Tastte!!,"Biryani, North Indian, Chinese",3.7,450.0,Bannerghatta Road
Kanhaiyas,South Indian,3.6,150.0,Bannerghatta Road
Juice Lounge,"Beverages, Healthy Food",3.1,250.0,Btm
Tandoor Nation,"North Indian, Chinese",3.0,400.0,Btm
Indian Kitchen Eateries-IKE,Fast Food,3.4,150.0,Btm
The Little Kitchen,"Chinese, North Indian",3.4,300.0,Jp Nagar
Diya's Findish,"North Indian, Chinese, Bengali",3.3,500.0,Bommanahalli
Laa Raiba Restaurant,"Kerala, Chinese, South Indian",3.3,300.0,Bannerghatta Road
Bhavani Upahara,South Indian,3.3,250.0,Bannerghatta Road
Sampoorna,"Chinese, North Indian",3.6,600.0,Jp Nagar
Cafe Mist,"Cafe, American, Continental, Italian",3.8,500.0,Jp Nagar
Fat Chef Biryani Wale,"Biryani, North Indian",3.3,400.0,Bannerghatta Road
Kesar Restaurant,"North Indian, Chinese, South Indian",3.6,200.0,Jp Nagar
Chawla's 2 Online.com,North Indian,3.5,800.0,Jp Nagar
Namma Halli Jonne Biryani,Biryani,3.3,300.0,Bannerghatta Road
The Biriyani Factory,"North Indian, Biryani",3.1,500.0,Btm
Insta Cafe,"Cafe, Continental, Pizza, Italian, Beverages",2.9,400.0,Btm
Natural Ice Cream,"Ice Cream, Desserts",4.3,150.0,Bannerghatta Road
Amma's Pastries,Bakery,4.0,400.0,Bannerghatta Road
Anand Sweets and Savouries,"Mithai, Street Food",4.1,400.0,Bannerghatta Road
Bread Crumbs Bakery,"Desserts, Bakery",4.0,250.0,Bannerghatta Road
Butterly,"Cafe, Bakery, Beverages",3.9,450.0,Bannerghatta Road
Cakes By M,Bakery,3.4,500.0,Bannerghatta Road
Cakebuy,Desserts,3.9,350.0,Bannerghatta Road
Polar Bear,"Ice Cream, Desserts, Beverages, Sandwich",3.9,400.0,Bannerghatta Road
World on a Swirl,"Ice Cream, Desserts, Rolls",3.8,300.0,Bannerghatta Road
Waffle Walle,"Desserts, Belgian, Beverages",4.4,500.0,Bannerghatta Road
WAFL,"Cafe, Fast Food, Desserts, Beverages",3.9,400.0,Bannerghatta Road
Cold Stone Creamery,"Ice Cream, Desserts",3.9,400.0,Bannerghatta Road
Flavorsome Bakes,"Bakery, Desserts",4.0,800.0,Bannerghatta Road
Bake-ooh,Bakery,3.7,350.0,Bannerghatta Road
Cafe Arabica,"Cafe, Bakery",3.8,700.0,Bannerghatta Road
Krispy Kreme,"Desserts, Beverages",3.7,300.0,Bannerghatta Road
Smoor,"Desserts, Cafe, Beverages",3.6,900.0,Bannerghatta Road
Kanti Sweets,"Mithai, Street Food",3.5,400.0,Bannerghatta Road
Keventers,"Desserts, Beverages, Ice Cream",3.8,400.0,Bannerghatta Road
Baskin Robbins,"Ice Cream, Desserts",3.6,250.0,Bannerghatta Road
Lassi Shop,"Beverages, Ice Cream",3.7,200.0,Bannerghatta Road
L J Iyengar Bakery,Bakery,3.2,100.0,Bannerghatta Road
Ice Bowl,"Desserts, Beverages",3.4,250.0,Bannerghatta Road
Just Bake,"Bakery, Desserts",3.2,400.0,Bannerghatta Road
Big Mishra Pedha,"Mithai, Desserts, Fast Food",3.3,300.0,Bannerghatta Road
Sweet Chariot,"Bakery, Desserts, Fast Food",2.8,500.0,Bannerghatta Road
The French Loaf,"Bakery, Desserts, Sandwich",2.9,400.0,Bannerghatta Road
Bikaneri Sweets,"Mithai, Street Food",3.4,250.0,Bannerghatta Road
Sweet Truth,"Bakery, Desserts",4.1,500.0,Bannerghatta Road
K.C Das,"Mithai, Street Food",3.4,200.0,Bannerghatta Road
TFI - The Fresh Ice Cream,"Ice Cream, Beverages",3.2,400.0,Bannerghatta Road
Mad Over Donuts,"Bakery, Desserts, Beverages",3.1,450.0,Bannerghatta Road
Antilla Aromas,"Desserts, Ice Cream",3.7,300.0,Bannerghatta Road
Chef Baker's,Bakery,3.6,450.0,Bannerghatta Road
Mist n Creams,Ice Cream,3.6,400.0,Bannerghatta Road
Mr Gola,Desserts,3.4,100.0,Bannerghatta Road
Cake-O-Mania,"Bakery, Desserts",3.4,300.0,Bannerghatta Road
The Chocolatiers,Desserts,3.5,150.0,Bannerghatta Road
Cafe Indiana,"Fast Food, Desserts",3.5,600.0,Bannerghatta Road
Frosty Creams,"Ice Cream, Desserts",3.7,300.0,South Bangalore
Cafe Choco Craze,"Cafe, Fast Food, Desserts",3.7,400.0,Bannerghatta Road
Squeez Juice Bars,"Ice Cream, Juices",3.1,250.0,Bannerghatta Road
Kulfi Adda,"Ice Cream, Desserts",3.4,150.0,Bannerghatta Road
The Sandesh Factory,"Mithai, Desserts",3.2,150.0,Bannerghatta Road
Cafe Coffee Day,"Cafe, Fast Food",3.7,900.0,Bannerghatta Road
Multi Cakes,"Bakery, Desserts",3.0,200.0,Bannerghatta Road
Asharfilal,Desserts,3.5,150.0,Bannerghatta Road
Apsara Ice Cream,"Ice Cream, Desserts",4.0,200.0,Bannerghatta Road
Two Friends Cauldron,"Continental, Italian, American",4.1,700.0,Jp Nagar
Slate Cafe,"Cafe, Sandwich, Burger",4.1,600.0,Jp Nagar
Mango Greens,"North Indian, Continental, Chinese",3.9,900.0,Jp Nagar
Dream a Dozen,"Bakery, Desserts",4.3,300.0,Jp Nagar
Roll Over,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",4.1,500.0,Jp Nagar
Stoned Monkey,"Desserts, Ice Cream",3.9,500.0,Jp Nagar
TAB - Take A Break,"Cafe, Continental, Italian",4.1,550.0,Jp Nagar
Amma's Pastries,Desserts,3.6,400.0,Jp Nagar
Cakes And Crumbs,Bakery,3.4,350.0,Jp Nagar
Cafe Hops,"Desserts, Bakery",3.7,300.0,Jp Nagar
Cream Stone,"Desserts, Beverages",4.0,500.0,Jp Nagar
Berrylicious,"Ice Cream, Desserts, Bakery",3.8,400.0,Jp Nagar
Daily Bread,"Bakery, Fast Food, Italian",3.2,600.0,Jp Nagar
CakeZone,"Bakery, Desserts",3.7,200.0,Jp Nagar
Papacream,"Desserts, Ice Cream",3.7,350.0,Jp Nagar
Venkateshwara Sweets and Restaurant,"South Indian, Mithai, Chinese, North Indian",3.6,400.0,Jp Nagar
Calvin's,"Desserts, Italian, Pizza",2.9,800.0,Jp Nagar
Mr. Meetharam,"Mithai, Street Food",3.2,150.0,Jp Nagar
Mini Forest,"Fast Food, Desserts",3.3,500.0,Jp Nagar
Kulfi & More,"Ice Cream, Desserts, Juices",3.3,150.0,Jp Nagar
The Cake Ville,"Bakery, Desserts, Fast Food",3.2,300.0,Jp Nagar
Delhi Sweets,"Street Food, Mithai",3.1,100.0,Jp Nagar
Frozen Bottle,"Beverages, Desserts, Ice Cream",3.6,400.0,Jp Nagar
Bombay Kulfi,"Desserts, Ice Cream",3.7,150.0,Jp Nagar
Havmor,"Ice Cream, Desserts",3.5,200.0,Jp Nagar
Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,"Bakery, Desserts",3.5,250.0,Jp Nagar
eat.fit,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",4.5,500.0,Btm
Warm Oven,"Bakery, Desserts",3.9,500.0,Btm
BTM Cakes,"Bakery, Desserts",3.3,400.0,Btm
Whisk' N Creme',Bakery,3.5,300.0,Btm
Hyderabad Biryaani House,"Biryani, North Indian, Chinese",3.6,550.0,Bannerghatta Road
Seasons,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",3.8,1000.0,Bannerghatta Road
Simply Indian,"North Indian, Chinese, Seafood, Biryani, Mangalorean",3.9,800.0,Bannerghatta Road
Dande's Hyderabad Biryani,"Biryani, Andhra, North Indian",3.8,700.0,Bannerghatta Road
Chung Wah,"Chinese, Thai, Momos, Vietnamese",4.0,800.0,Bannerghatta Road
Tisano Cafe,"Cafe, Fast Food, Chinese, Continental",3.8,500.0,Bannerghatta Road
Pika's Kitchen,"Continental, Italian",3.4,800.0,Bannerghatta Road
Nellore Ruchulu,"North Indian, South Indian, Chinese",3.7,800.0,Bannerghatta Road
Shanghai Court,"Chinese, Thai",4.2,700.0,Bannerghatta Road
Chicken County Grand,"North Indian, Chinese",3.9,650.0,Bannerghatta Road
Punjabi Times,North Indian,4.1,1000.0,Bannerghatta Road
Elegant Dining,"Biryani, North Indian, Chinese",3.6,700.0,Bannerghatta Road
Cafe Kabana,"Cafe, Continental",4.0,700.0,Bannerghatta Road
Dadi's Dum Biryani,"Biryani, North Indian, Mughlai",4.0,800.0,Bannerghatta Road
Veruthe Oru Thattukada,"Kerala, South Indian",3.8,400.0,Bannerghatta Road
Butterly,"Cafe, Bakery, Beverages",3.9,450.0,Bannerghatta Road
Kundana,"Andhra, Biryani",3.7,800.0,Bannerghatta Road
Black Mug Cafe,Cafe,3.7,300.0,Bannerghatta Road
#refuel,"Cafe, Beverages",3.7,400.0,Bannerghatta Road
Malabar Mess,Kerala,3.7,250.0,Bannerghatta Road
Krishna Vijayashree,"Biryani, North Indian, Chinese",3.5,700.0,Bannerghatta Road
Pallavas Veg Cuisine,"North Indian, South Indian, Chinese",3.6,600.0,Bannerghatta Road
Guru Palace,"Chinese, North Indian",3.1,450.0,Bannerghatta Road
Suryawanshi,"Maharashtrian, Seafood",3.7,700.0,Bannerghatta Road
Savoury - Sea Shell Restaurant,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",3.9,900.0,Bannerghatta Road
Tulips,"North Indian, South Indian, Chinese, Continental",3.1,800.0,Bannerghatta Road
Vaho Kafe & Pressery,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",3.9,500.0,Bannerghatta Road
Kabab Treat,"North Indian, Chinese",2.8,500.0,Bannerghatta Road
Dreamcatcher,Cafe,3.9,600.0,Bannerghatta Road
Chef & Dine,"North Indian, Arabian, Fast Food",3.2,650.0,Bannerghatta Road
Guru Greens,"North Indian, Chinese",3.8,550.0,Bannerghatta Road
A2B - Adyar Ananda Bhavan,"South Indian, North Indian, Chinese, Street Food",2.7,400.0,Bannerghatta Road
